time,var1,var2,skew1,skew2,kurt1,kurt2,entropy1,entropy2,entropy change1,entropy change2,Shr_stress,TTsF,TTeF
6609.234455,10.33914034,14.15200367,-0.004579948,0.020530004,3.80374539,5.19286303,3.7274553,3.9460312,0.16423419,0.29479946,5.81105066,1.501,2.801
6609.334485,10.43494943,14.37125771,-0.010127805,0.016636912,4.035982408,4.969311638,3.733577,3.9576641,0.25526253,0.34722872,5.81398597,1.401,2.701
6609.434475,10.57108321,14.65100744,-0.009347125,0.022179443,3.991704674,5.028236041,3.7431075,3.9714063,0.30093162,0.37932196,5.8170578,1.301,2.601
6609.534466,10.75487087,14.97009442,-0.00366828,0.030093003,4.469156438,5.059823146,3.7543716,3.9864707,0.29482152,0.38679808,5.8188694,1.201,2.501
6609.634456,10.92465719,15.27642499,-0.004900978,0.028862822,4.465154013,4.790100184,3.7654403,4.0018903,0.29553667,0.43050718,5.82080176,1.101,2.401
6609.734486,11.09709869,15.62003723,-0.012254015,0.034225775,4.452050997,4.467622202,3.7765686,4.0191187,0.29510708,0.48401339,5.8236058,1.001,2.301
6609.834477,11.26566646,16.03578545,-0.014776774,0.036829482,4.397134055,4.36612987,3.7877135,4.0385718,0.33571121,0.58074717,5.82542789,0.901,2.201
6609.934467,11.46344974,16.66869192,-0.013618727,0.055333501,4.323241463,6.407321261,3.8004293,4.0620257,0.41933506,0.61202925,5.82775409,0.801,2.101
6610.034497,11.72975852,17.22539788,-0.017293192,0.059021278,4.416281742,6.067749222,3.8163658,4.0868864,0.46998233,0.70427993,5.8301748,0.701,2.001
6610.134487,12.02596669,17.93472203,-0.015153052,0.057943459,4.383736331,5.941933092,3.8343021,4.1156696,0.58364227,0.80435135,5.83097295,0.601,1.901
6610.234478,12.42907587,18.82712325,-0.013429392,0.060549263,4.73989422,6.334277214,3.8566807,4.148774,0.62503547,0.84434938,5.83239597,0.501,1.801
6610.334468,12.83261468,19.77838432,-0.006399185,0.057728571,4.406965852,6.170172151,3.8807863,4.1838042,0.74507793,0.92308299,5.83385575,0.401,1.701
6610.434498,13.37639714,20.84825883,-0.00792468,0.053870999,4.504967479,5.871746651,3.9097012,4.2224241,0.87142379,1.1363174,5.83473792,0.301,1.601
6610.534489,14.0184521,22.31982322,-0.012848627,0.05021562,4.216913777,5.884811485,3.9437713,4.2704043,1.1249594,1.3991708,5.835158,0.201,1.501
6610.634479,14.92050504,24.30741051,-0.012760056,0.039813845,4.212032891,5.892893567,3.9881371,4.3301545,1.5107335,1.8176312,5.83599816,0.101,1.401
6610.734509,16.30008787,27.1911118,-0.000732253,0.031534,5.929928669,5.712320705,4.0483872,4.4088608,2.329492,2.5929995,5.83553607,0,1.3
6610.8345,18.77020676,32.68118368,0.002873528,0.03427222,6.043375135,26.21355718,4.1426941,4.5231825,3.3377944,3.3474508,5.83441761,6.101,1.201
6610.93449,23.70441055,40.96314611,0.027319646,0.015494283,12.71136524,18.96087438,4.2809687,4.6745938,3.2535209,3.319839,5.8314928,6.001,1.101
6611.034481,29.02245095,51.82323156,0.018276568,-0.017397541,10.66697781,20.33184163,4.4202509,4.8297828,1.7055934,1.7105183,5.82802189,5.901,1.001
6611.134511,31.94456059,57.65017288,0.011171465,-0.0180486,9.600222332,19.57578934,4.4956424,4.9123971,0.64903773,0.643211,5.82171544,5.8,0.9
6611.234501,33.01607825,59.66184556,0.012832577,-0.011955039,9.118263576,18.40217355,4.5248208,4.9439942,0.18754112,0.13800622,5.81196958,5.7,0.8
6611.334492,33.3945137,60.11954478,0.012076931,-0.006258565,9.13592395,18.20040296,4.5333067,4.9508172,0.077389722,0.11570268,5.79587527,5.601,0.701
6611.434522,33.26052509,59.86012685,0.004720585,-0.003026853,9.178165543,18.50181597,4.5297984,4.945089,0.30065225,0.39344336,5.76627538,5.5,0.6
6611.534512,32.77126193,58.66583281,-0.009042696,0.001000594,9.390142816,19.16237901,4.5161795,4.9256329,0.5685467,0.69192752,5.73156102,5.4,0.5
